"Gemeinde_Nr","Ja_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Text_d","Text_f"
6437,22.1071606501937,"Les Ponts-de-Martel NE","Les Ponts-de-Martel (NE)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Les Ponts-de-Martel mit 3'362 Ja zu 3'053 Nein angenommen worden. 22,1 Prozent befürworten damit höhere Kinderabzüge. Les Ponts-de-Martel stimmt damit bei dieser Vorlage gleich wie der Kanton Neuenburg Nein","A Les Ponts-de-Martel, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 22,1 pourcents de oui. A l'instar de son canton, Les Ponts-de-Martel vote non."
6451,10.6203724630177,"Cornaux NE","Cornaux (NE)","Cornaux hat mit 10,6 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Cornaux stimmt damit bei dieser Vorlage gleich wie der Kanton Neuenburg Nein","Les habitants de Cornaux acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 10,6 pourcents de oui. A l'instar de son canton, Cornaux vote non."
6452,43.2937880745158,"Cressier NE","Cressier (NE)","Cressier NE hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 7'547 Ja zu 4'700 Nein. Das entspricht einem Ja-Stimmen-Anteil von 43,3 Prozent. Cressier NE stimmt damit bei dieser Vorlage gleich wie der Kanton Neuenburg Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Cressier (NE) avec 43,3 pourcents de oui. A l'instar de son canton, Cressier (NE) vote non."
6453,94.8449570685625,"Enges NE","Enges (NE)","Enges ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 5,2 Prozent Nein verworfen. Enges stimmt damit bei dieser Vorlage anders als der Kanton Neuenburg, der Ja gesagt hat.","Les habitants de Enges refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 5,2 pourcents de non. Enges vote non, contrairement à son canton."
6454,94.9984509730712,"Hauterive NE","Hauterive (NE)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Hauterive NE hat der Änderung des Bundesgesetzes mit 5 Prozent Nein-Stimmen verworfen. Hauterive NE stimmt damit bei dieser Vorlage anders als der Kanton Neuenburg, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Hauterive (NE) avec 5 pourcents de non. Hauterive (NE) vote non, contrairement à son canton."
6455,88.0550079280511,"Le Landeron NE","Le Landeron (NE)","11,9 Prozent der Stimmbürgerinnen und Stimmbürger von Le Landeron haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Le Landeron stimmt damit bei dieser Vorlage anders als der Kanton Neuenburg, der Ja gesagt hat.","Les habitants de Le Landeron rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 11,9 pourcents de non. Le Landeron vote non, contrairement à son canton."
6456,1.28228673711419,"Lignières NE","Lignières (NE)","In Lignières haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 98,7 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Lignières hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Neuenburg.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Lignières avec 98,7 de non. Lignières se signale par le plus grand pourcentage de non du Neuchâtel"
6458,94.1947204060853,"Neuenburg NE","Neuchâtel (NE)","5,8 Prozent Stimmbürgerinnen und Stimmbürger von Neuenburg haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Neuenburg stimmt damit bei dieser Vorlage anders als der Kanton Neuenburg, der Ja gesagt hat.","A Neuchâtel, les habitants disent non à 5,8 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Neuchâtel vote non, contrairement à son canton."
6459,41.1159314680845,"Saint-Blaise NE","Saint-Blaise (NE)","Mit 8'718 Ja zu 3'778 Nein hat sich Saint-Blaise für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Saint-Blaise stimmt damit bei dieser Vorlage gleich wie der Kanton Neuenburg Nein","Les habitants de Saint-Blaise approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 41,1 pourcents de oui. A l'instar de son canton, Saint-Blaise vote non."
6461,87.1210615383461,"La Tène NE","La Tène (NE)","La Tène ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 12,9 Prozent Nein verworfen. La Tène stimmt damit bei dieser Vorlage anders als der Kanton Neuenburg, der Ja gesagt hat.","Les habitants de La Tène refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 12,9 pourcents de non. La Tène vote non, contrairement à son canton."
6485,85.3935664985329,"Valangin NE","Valangin (NE)","14,6 Prozent Stimmbürgerinnen und Stimmbürger von Valangin haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Valangin stimmt damit bei dieser Vorlage anders als der Kanton Neuenburg, der Ja gesagt hat.","A Valangin, les habitants disent non à 14,6 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Valangin vote non, contrairement à son canton."
6487,36.7989361286163,"Val-de-Ruz NE","Val-de-Ruz (NE)","Val-de-Ruz ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 63,2 Prozent Nein verworfen. Val-de-Ruz stimmt damit bei dieser Vorlage gleich wie der Kanton Neuenburg Nein","Les habitants de Val-de-Ruz refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 63,2 pourcents de non. A l'instar de son canton, Val-de-Ruz vote non."
6504,34.9637717008591,"La Côte-aux-Fées NE","La Côte-aux-Fées (NE)","La Côte-aux-Fées hat mit 35 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. La Côte-aux-Fées stimmt damit bei dieser Vorlage gleich wie der Kanton Neuenburg Nein","Les habitants de La Côte-aux-Fées acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 35 pourcents de oui. A l'instar de son canton, La Côte-aux-Fées vote non."
6511,84.4219060614705,"Les Verrières NE","Les Verrières (NE)","Les Verrières hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 6'400 Ja zu 5'026 Nein. Das entspricht einem Ja-Stimmen-Anteil von 84,4 Prozent. Les Verrières stimmt damit bei dieser Vorlage anders als der Kanton Neuenburg, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Les Verrières avec 84,4 pourcents de oui. Les Verrières vote non, contrairement à son canton."
6512,22.1145023126155,"Val-de-Travers NE","Val-de-Travers (NE)","22,1 Prozent der Stimmbürgerinnen und Stimmbürger in Val-de-Travers haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Val-de-Travers stimmt damit bei dieser Vorlage gleich wie der Kanton Neuenburg Nein","C'est oui à 22,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Val-de-Travers. A l'instar de son canton, Val-de-Travers vote non."
6601,77.3421595571563,"Aire-la-Ville GE","Aire-la-Ville (GE)","77,3 Prozent der Stimmbürgerinnen und Stimmbürger von Aire-la-Ville haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Aire-la-Ville stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","A Aire-la-Ville, les habitants disent oui à 77,3 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Aire-la-Ville vote non, contrairement à son canton."
6602,66.0307591082528,"Anières GE","Anières (GE)","Anières hat mit 66 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Anières stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Les habitants de Anières acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 66 pourcents de oui. Anières vote non, contrairement à son canton."
6603,53.4385921899229,"Avully GE","Avully (GE)","Avully hat mit 53,4 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Avully stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Les habitants de Avully acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 53,4 pourcents de oui. Avully vote non, contrairement à son canton."
6604,14.3720660591498,"Avusy GE","Avusy (GE)","Avusy hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 7'307 Ja zu 6'081 Nein. Das entspricht einem Ja-Stimmen-Anteil von 14,4 Prozent. Avusy stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Avusy avec 14,4 pourcents de oui. A l'instar de son canton, Avusy vote non."
6605,89.9308181600645,"Bardonnex GE","Bardonnex (GE)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Bardonnex mit 9'562 Ja zu 6'812 Nein angenommen worden. 89,9 Prozent befürworten damit höhere Kinderabzüge. Bardonnex hat damit bei dieser Vorlage den höchsten Ja-Anteil im Kanton Genf.","A Bardonnex, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 89,9 pourcents de oui. Bardonnex se distingue par le plus grand pourcentage de oui du Genève."
6606,22.3812476731837,"Bellevue GE","Bellevue (GE)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Bellevue mit 77,6 Prozent abgelehnt worden. Bellevue stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","C'est non à 77,6 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Bellevue. A l'instar de son canton, Bellevue vote non."
6607,15.5491886660457,"Bernex GE","Bernex (GE)","In Bernex haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 84,5 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Bernex stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Bernex avec 84,5 de non. A l'instar de son canton, Bernex vote non."
6608,57.2347458917648,"Carouge GE","Carouge (GE)","57,2 Prozent der Stimmbürgerinnen und Stimmbürger in Carouge GE haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Carouge GE stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","C'est oui à 57,2 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Carouge (GE). Carouge (GE) vote non, contrairement à son canton."
6609,64.3639382207766,"Cartigny GE","Cartigny (GE)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Cartigny hat der Änderung des Bundesgesetzes mit 35,6 Prozent Nein-Stimmen verworfen. Cartigny stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Cartigny avec 35,6 pourcents de non. Cartigny vote non, contrairement à son canton."
6610,56.4886003034189,"Céligny GE","Céligny (GE)","Céligny hat mit 56,5 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Céligny stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Les habitants de Céligny acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 56,5 pourcents de oui. Céligny vote non, contrairement à son canton."
6611,68.8102662330493,"Chancy GE","Chancy (GE)","Mit 7'587 Nein zu 6'030 Ja haben die Stimmbürgerinnen und Stimmbürger von Chancy höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 31,2 Prozent. Chancy stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","A Chancy, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 31,2 pourcents de non. Chancy vote non, contrairement à son canton."
6612,34.8605611594394,"Chêne-Bougeries GE","Chêne-Bougeries (GE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Chêne-Bougeries hat die Änderung des Bundesgesetzes mit 34,9 Prozent der Stimmen angenommen. Chêne-Bougeries stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Les électeurs de Chêne-Bougeries valident avec 34,9 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Chêne-Bougeries vote non."
6613,83.281735284254,"Chêne-Bourg GE","Chêne-Bourg (GE)","Chêne-Bourg hat mit 83,3 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Chêne-Bourg stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Les habitants de Chêne-Bourg acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 83,3 pourcents de oui. Chêne-Bourg vote non, contrairement à son canton."
6614,33.4619365399703,"Choulex GE","Choulex (GE)","Mit 6'774 Ja zu 5'016 Nein hat sich Choulex für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Choulex stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Les habitants de Choulex approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 33,5 pourcents de oui. A l'instar de son canton, Choulex vote non."
6615,42.2997960122302,"Collex-Bossy GE","Collex-Bossy (GE)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Collex-Bossy mit 57,7 Prozent abgelehnt worden. Collex-Bossy stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","C'est non à 57,7 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Collex-Bossy. A l'instar de son canton, Collex-Bossy vote non."
6616,82.6297230320051,"Collonge-Bellerive GE","Collonge-Bellerive (GE)","Collonge-Bellerive hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 1'491 Ja zu 299 Nein. Das entspricht einem Ja-Stimmen-Anteil von 82,6 Prozent. Collonge-Bellerive stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Collonge-Bellerive avec 82,6 pourcents de oui. Collonge-Bellerive vote non, contrairement à son canton."
6617,56.0836107470095,"Cologny GE","Cologny (GE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Cologny hat die Änderung des Bundesgesetzes mit 56,1 Prozent der Stimmen angenommen. Cologny stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Les électeurs de Cologny valident avec 56,1 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Cologny vote non, contrairement à son canton."
6618,1.70940451789647,"Confignon GE","Confignon (GE)","1,7 Prozent der Stimmbürgerinnen und Stimmbürger in Confignon haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Confignon hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Genf.","C'est oui à 1,7 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Confignon. Confignon se signale par le plus grand pourcentage de non du Genève"
6619,62.6019350253046,"Corsier GE","Corsier (GE)","37,4 Prozent der Stimmbürgerinnen und Stimmbürger von Corsier GE haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Corsier GE stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Les habitants de Corsier (GE) rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 37,4 pourcents de non. Corsier (GE) vote non, contrairement à son canton."
6620,86.5411108359694,"Dardagny GE","Dardagny (GE)","86,5 Prozent der Stimmbürgerinnen und Stimmbürger von Dardagny haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Dardagny stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","A Dardagny, les habitants disent oui à 86,5 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Dardagny vote non, contrairement à son canton."
6621,43.4992277529091,"Genf GE","Genève (GE)","56,5 Prozent Stimmbürgerinnen und Stimmbürger von Genf haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Genf stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","A Genève, les habitants disent non à 56,5 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Genève vote non."
6622,8.94600478932261,"Genthod GE","Genthod (GE)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Genthod mit 91,1 Prozent abgelehnt worden. Genthod stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","C'est non à 91,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Genthod. A l'instar de son canton, Genthod vote non."
6623,25.5425531184301,"Le Grand-Saconnex GE","Le Grand-Saconnex (GE)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Le Grand-Saconnex mit 8'568 Ja zu 8'442 Nein angenommen worden. 25,5 Prozent befürworten damit höhere Kinderabzüge. Le Grand-Saconnex stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","A Le Grand-Saconnex, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 25,5 pourcents de oui. A l'instar de son canton, Le Grand-Saconnex vote non."
6624,7.43919557426125,"Gy GE","Gy (GE)","Gy hat mit 7,4 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Gy stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Les habitants de Gy acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 7,4 pourcents de oui. A l'instar de son canton, Gy vote non."
6625,68.132872832939,"Hermance GE","Hermance (GE)","In Hermance haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 31,9 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Hermance stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Hermance avec 31,9 de non. Hermance vote non, contrairement à son canton."
6626,77.9373227385804,"Jussy GE","Jussy (GE)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Jussy hat der Änderung des Bundesgesetzes mit 22,1 Prozent Nein-Stimmen verworfen. Jussy stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Jussy avec 22,1 pourcents de non. Jussy vote non, contrairement à son canton."
6627,41.4551503024995,"Laconnex GE","Laconnex (GE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Laconnex hat die Änderung des Bundesgesetzes mit 41,5 Prozent der Stimmen angenommen. Laconnex stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Les électeurs de Laconnex valident avec 41,5 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Laconnex vote non."
6628,35.8723738696426,"Lancy GE","Lancy (GE)","Mit 6'901 Ja zu 6'800 Nein hat sich Lancy für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Lancy stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Les habitants de Lancy approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 35,9 pourcents de oui. A l'instar de son canton, Lancy vote non."
6629,43.0022289510816,"Meinier GE","Meinier (GE)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Meinier mit 7'555 Ja zu 4'524 Nein angenommen worden. 43 Prozent befürworten damit höhere Kinderabzüge. Meinier stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","A Meinier, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 43 pourcents de oui. A l'instar de son canton, Meinier vote non."
6630,5.47749623656273,"Meyrin GE","Meyrin (GE)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Meyrin mit 2'369 Ja zu 1'038 Nein angenommen worden. 5,5 Prozent befürworten damit höhere Kinderabzüge. Meyrin stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","A Meyrin, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 5,5 pourcents de oui. A l'instar de son canton, Meyrin vote non."
6631,69.4358182605356,"Onex GE","Onex (GE)","Onex ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 30,6 Prozent Nein verworfen. Onex stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Les habitants de Onex refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 30,6 pourcents de non. Onex vote non, contrairement à son canton."
6632,73.4945824369788,"Perly-Certoux GE","Perly-Certoux (GE)","In Perly-Certoux haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 26,5 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Perly-Certoux stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Perly-Certoux avec 26,5 de non. Perly-Certoux vote non, contrairement à son canton."
6633,7.45469490066171,"Plan-les-Ouates GE","Plan-les-Ouates (GE)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Plan-les-Ouates hat der Änderung des Bundesgesetzes mit 92,5 Prozent Nein-Stimmen verworfen. Plan-les-Ouates stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Plan-les-Ouates avec 92,5 pourcents de non. A l'instar de son canton, Plan-les-Ouates vote non."
6634,38.3760711876675,"Pregny-Chambésy GE","Pregny-Chambésy (GE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Pregny-Chambésy hat die Änderung des Bundesgesetzes mit 38,4 Prozent der Stimmen angenommen. Pregny-Chambésy stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Les électeurs de Pregny-Chambésy valident avec 38,4 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Pregny-Chambésy vote non."
6635,77.7073515113443,"Presinge GE","Presinge (GE)","Presinge hat mit 77,7 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Presinge stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Les habitants de Presinge acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 77,7 pourcents de oui. Presinge vote non, contrairement à son canton."
6636,46.675699390471,"Puplinge GE","Puplinge (GE)","53,3 Prozent der Stimmbürgerinnen und Stimmbürger von Puplinge haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Puplinge stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Les habitants de Puplinge rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 53,3 pourcents de non. A l'instar de son canton, Puplinge vote non."
6637,81.7312877625227,"Russin GE","Russin (GE)","18,3 Prozent Stimmbürgerinnen und Stimmbürger von Russin haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Russin stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","A Russin, les habitants disent non à 18,3 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Russin vote non, contrairement à son canton."
6638,39.6771838888526,"Satigny GE","Satigny (GE)","60,3 Prozent der Stimmbürgerinnen und Stimmbürger von Satigny haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Satigny stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Les habitants de Satigny rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 60,3 pourcents de non. A l'instar de son canton, Satigny vote non."
6639,42.9214801872149,"Soral GE","Soral (GE)","Soral hat mit 42,9 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Soral stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Les habitants de Soral acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 42,9 pourcents de oui. A l'instar de son canton, Soral vote non."
6640,10.5883726850152,"Thônex GE","Thônex (GE)","Mit 3'905 Nein zu 1'897 Ja haben die Stimmbürgerinnen und Stimmbürger von Thônex höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 89,4 Prozent. Thônex stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","A Thônex, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 89,4 pourcents de non. A l'instar de son canton, Thônex vote non."
6641,29.4002268929034,"Troinex GE","Troinex (GE)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Troinex hat der Änderung des Bundesgesetzes mit 70,6 Prozent Nein-Stimmen verworfen. Troinex stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Troinex avec 70,6 pourcents de non. A l'instar de son canton, Troinex vote non."
6642,47.1337172901258,"Vandoeuvres GE","Vandoeuvres (GE)","In Vandoeuvres haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 52,9 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Vandoeuvres stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Vandoeuvres avec 52,9 de non. A l'instar de son canton, Vandoeuvres vote non."
6643,74.3247965583578,"Vernier GE","Vernier (GE)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Vernier mit 25,7 Prozent abgelehnt worden. Vernier stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","C'est non à 25,7 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Vernier. Vernier vote non, contrairement à son canton."
6644,22.46601623483,"Versoix GE","Versoix (GE)","22,5 Prozent der Stimmbürgerinnen und Stimmbürger von Versoix haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Versoix stimmt damit bei dieser Vorlage gleich wie der Kanton Genf Nein","A Versoix, les habitants disent oui à 22,5 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Versoix vote non."
6645,88.1770723732188,"Veyrier GE","Veyrier (GE)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Veyrier hat die Änderung des Bundesgesetzes mit 88,2 Prozent der Stimmen angenommen. Veyrier stimmt damit bei dieser Vorlage anders als der Kanton Genf, der Ja gesagt hat.","Les électeurs de Veyrier valident avec 88,2 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Veyrier vote non, contrairement à son canton."
